"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
256,"FIFA 14","X360",2013,"Sports","Electronic Arts",0.92,2.93,0.01,0.46,4.31
257,"Call of Duty: Advanced Warfare","X360",2014,"Shooter","Activision",2.75,1.18,0,0.37,4.31
258,"Asteroids","2600",1980,"Shooter","Atari",4,0.26,0,0.05,4.31
259,"Fable II","X360",2008,"Role-Playing","Microsoft Game Studios",2.51,1.27,0.11,0.41,4.31
260,"Halo 5: Guardians","XOne",2015,"Shooter","Microsoft Game Studios",2.64,1.2,0.03,0.39,4.26
261,"Super Mario 3D World","WiiU",2013,"Platform","Nintendo",2.11,1.11,0.72,0.3,4.25
262,"Batman: Arkham Asylum","PS3",2009,"Action","Eidos Interactive",2.23,1.34,0.07,0.61,4.25
263,"Assassin's Creed: Revelations","PS3",2011,"Action","Ubisoft",1.41,2.02,0.1,0.72,4.24
264,"Namco Museum","GBA",2001,"Misc","Namco Bandai Games",3,1.11,0.05,0.07,4.24
265,"Metal Gear Solid 3: Snake Eater","PS2",2004,"Action","Konami Digital Entertainment",1.46,0,0.83,1.93,4.23
266,"Daxter","PSP",2006,"Platform","Sony Computer Entertainment",2.45,1.02,0,0.75,4.22
267,"Warcraft II: Tides of Darkness","PC",1995,"Strategy","Activision",1.7,2.27,0,0.23,4.21
268,"The Legend of Zelda: Ocarina of Time","3DS",2011,"Action","Nintendo",2.03,1.27,0.62,0.3,4.21
269,"FIFA Soccer 06","PS2",2005,"Sports","Electronic Arts",0.78,2.55,0.04,0.84,4.21
270,"EyeToy Play","PS2",2003,"Misc","Sony Computer Entertainment",0.88,2.3,0.2,0.83,4.2
271,"Uncharted 4: A Thief's End","PS4",2016,"Shooter","Sony Computer Entertainment",1.3,2.07,0.18,0.65,4.2
272,"Gran Turismo 5 Prologue","PS3",2007,"Racing","Sony Computer Entertainment",1.28,1.83,0.57,0.53,4.2
273,"Assassin's Creed: Revelations","X360",2011,"Action","Ubisoft",2.25,1.47,0.04,0.43,4.19
274,"Street Fighter IV","PS3",2009,"Fighting","Capcom",2.02,1.06,0.58,0.53,4.19
275,"FIFA 12","X360",2011,"Sports","Electronic Arts",0.84,2.79,0.02,0.53,4.19
276,"Teenage Mutant Ninja Turtles","NES",1989,"Action","Palcom",3.38,0.44,0.31,0.04,4.17
277,"Excitebike","NES",1984,"Racing","Nintendo",2.04,0.48,1.57,0.07,4.16
278,"Frogger","PS",1997,"Action","Hasbro Interactive",3.79,0.27,0,0.11,4.16
279,"Madden NFL 2003","PS2",2002,"Sports","Electronic Arts",3.36,0.21,0.01,0.56,4.14
280,"Watch Dogs","PS4",2014,"Action","Ubisoft",1.4,1.86,0.11,0.77,4.14
281,"Half-Life","PC",1997,"Shooter","Vivendi Games",4.03,0,0.09,0,4.12
282,"Super Mario World 2: Yoshi's Island","SNES",1995,"Platform","Nintendo",1.65,0.61,1.76,0.09,4.12
283,"FIFA Soccer 07","PS2",2006,"Sports","Electronic Arts",0.71,2.48,0.03,0.89,4.11
284,"The Legend of Zelda: Skyward Sword","Wii",2011,"Action","Nintendo",2.14,1.2,0.37,0.4,4.1
285,"Street Fighter II Turbo","SNES",1992,"Fighting","Capcom",1.42,0.51,2.1,0.07,4.1
286,"Carnival Games","Wii",2007,"Misc","Take-Two Interactive",2.13,1.5,0.05,0.42,4.1
287,"Fallout 4","XOne",2015,"Role-Playing","Bethesda Softworks",2.45,1.26,0.01,0.37,4.09
288,"World of Warcraft: The Burning Crusade","PC",2007,"Role-Playing","Activision",2.57,1.52,0,0,4.09
289,"Fallout: New Vegas","X360",2010,"Role-Playing","Bethesda Softworks",2.65,1.06,0.04,0.33,4.08
290,"God of War II","PS2",2007,"Action","Sony Computer Entertainment",2.32,0.04,0.04,1.67,4.07
291,"Forza Motorsport 2","X360",2007,"Racing","Microsoft Game Studios",2.35,1.28,0.03,0.41,4.06
292,"World Soccer Winning Eleven 9","PS2",2005,"Sports","Konami Digital Entertainment",0.12,2.26,0.9,0.77,4.06
293,"Namco Museum Vol.3","PS",1996,"Misc","Sony Computer Entertainment",2.28,1.55,0.16,0.06,4.05
294,"Tekken Tag Tournament","PS2",2000,"Fighting","Namco Bandai Games",1.68,1.51,0.51,0.35,4.05
295,"Far Cry 4","PS4",2014,"Shooter","Ubisoft",1.12,2.12,0.1,0.69,4.03
296,"Star Fox 64","N64",1997,"Shooter","Nintendo",2.78,0.58,0.64,0.04,4.03
297,"Minecraft","PS4",2014,"Misc","Sony Computer Entertainment Europe",1.38,1.87,0.12,0.65,4.02
298,"Golf","NES",1984,"Sports","Nintendo",1.22,0.28,2.46,0.04,4.01
299,"Fallout 3","PS3",2008,"Role-Playing","Bethesda Softworks",2.15,1.2,0.07,0.59,4.01
300,"Professor Layton and the Diabolical Box","DS",2007,"Puzzle","Nintendo",0.92,1.78,0.92,0.37,4
301,"Left 4 Dead 2","X360",2009,"Shooter","Electronic Arts",2.67,0.89,0.05,0.37,3.99
302,"Namco Museum: 50th Anniversary","PS2",2005,"Misc","Namco Bandai Games",2.08,1.35,0,0.54,3.98
303,"EA Sports Active","Wii",2009,"Sports","Electronic Arts",2.1,1.36,0.06,0.4,3.92
304,"Assassin's Creed: Unity","PS4",2014,"Action","Ubisoft",1.18,1.96,0.08,0.7,3.92
305,"Donkey Kong Land","GB",1994,"Platform","Nintendo",1.97,0.76,1.07,0.11,3.91
306,"Tony Hawk's Underground","PS2",2003,"Sports","Activision",2.29,1.17,0.01,0.42,3.9
307,"Assassin's Creed IV: Black Flag","PS3",2013,"Action","Ubisoft",1.33,1.71,0.13,0.73,3.89
308,"Monster Hunter 4 Ultimate","3DS",2014,"Role-Playing","Nintendo",0.67,0.49,2.62,0.11,3.89
309,"MotorStorm","PS3",2006,"Racing","Sony Computer Entertainment",1.53,1.61,0.06,0.67,3.88
310,"The Elder Scrolls V: Skyrim","PC",2011,"Role-Playing","Bethesda Softworks",1.15,2.09,0,0.64,3.88
311,"Tekken 5","PS2",2005,"Fighting","Namco Bandai Games",0.93,1.94,0.31,0.7,3.87
312,"Dragon Warrior III","NES",1988,"Role-Playing","Enix Corporation",0.1,0,3.77,0,3.87
313,"Sports Champions","PS3",2010,"Sports","Sony Computer Entertainment",2.12,1.14,0.1,0.51,3.87
314,"NBA 2K16","PS4",2015,"Sports","Take-Two Interactive",2.48,0.65,0.03,0.69,3.85
315,"World Soccer Winning Eleven 8 International","PS2",2004,"Sports","Konami Digital Entertainment",0.16,1.89,1.12,0.68,3.85
316,"Flash Focus: Vision Training in Minutes a Day","DS",2007,"Misc","Nintendo",0.87,1.57,1.05,0.35,3.84
317,"Namco Museum Vol.1","PS",1995,"Misc","Sony Computer Entertainment",2.12,1.44,0.22,0.06,3.84
318,"The Legend of Zelda: Link's Awakening","GB",1992,"Action","Nintendo",2.21,0.96,0.54,0.13,3.83
319,"Mario & Luigi: Bowser's Inside Story","DS",2009,"Role-Playing","Nintendo",2.26,0.48,0.81,0.27,3.83
320,"Big Brain Academy: Wii Degree","Wii",2007,"Misc","Nintendo",1.06,1.93,0.41,0.43,3.82
321,"Nintendogs + cats","3DS",2011,"Simulation","Nintendo",1.44,1.37,0.73,0.27,3.81
322,"Batman: Arkham Knight","PS4",2015,"Action","Warner Bros. Interactive Entertainment",1.49,1.58,0.1,0.61,3.79
323,"Mario & Sonic at the London 2012 Olympic Games","Wii",2011,"Sports","Sega",1.14,1.91,0.27,0.46,3.78
324,"LEGO Indiana Jones: The Original Adventures","X360",2008,"Action","Activision",2.4,1.03,0,0.36,3.78
325,"Resident Evil Director's Cut","PS",1996,"Action","Virgin Interactive",1.82,1.24,0.47,0.25,3.77
326,"Ratchet & Clank: Size Matters","PSP",2007,"Platform","Sony Computer Entertainment",1.4,1.4,0.1,0.87,3.77
327,"Just Dance 2014","Wii",2013,"Misc","Ubisoft",1.98,1.47,0,0.32,3.76
328,"The Sims: Unleashed","PC",2002,"Simulation","Electronic Arts",2.03,1.56,0,0.17,3.76
329,"Super Paper Mario","Wii",2007,"Platform","Nintendo",1.98,0.88,0.59,0.32,3.76
330,"Harry Potter and the Sorcerer's Stone","PS",2001,"Action","Electronic Arts",1.37,2,0.14,0.22,3.73
331,"The Witcher 3: Wild Hunt","PS4",2015,"Role-Playing","Namco Bandai Games",0.96,2,0.21,0.56,3.73
332,"Resident Evil 3: Nemesis","PS",1999,"Action","Eidos Interactive",1.3,0.77,1.54,0.11,3.72
333,"Spyro: Year of the Dragon","PS",2000,"Platform","Sony Computer Entertainment",1.93,1.58,0,0.19,3.71
334,"FIFA Soccer 2005","PS2",2004,"Sports","Electronic Arts",0.58,2.48,0.04,0.59,3.7
335,"Pokémon Trading Card Game","GB",1998,"Strategy","Nintendo",1.49,0.73,1.38,0.1,3.7
336,"Battlefield 4","PS3",2013,"Shooter","Electronic Arts",1.3,1.51,0.27,0.61,3.69
337,"MySims","DS",2007,"Simulation","Electronic Arts",1.59,1.61,0.08,0.41,3.69
338,"Friend Collection","DS",2009,"Misc","Nintendo",0,0,3.67,0,3.67
339,"Tony Hawk's Pro Skater 4","PS2",2002,"Sports","Activision",2.13,1.18,0.01,0.35,3.67
340,"Midnight Club 3: DUB Edition","PSP",2005,"Racing","Take-Two Interactive",1.65,1.22,0,0.79,3.66
341,"Banjo-Kazooie","N64",1998,"Platform","Nintendo",1.87,1.13,0.55,0.1,3.65
342,"SOCOM: U.S. Navy SEALs","PS2",2002,"Shooter","Sony Computer Entertainment",2.53,0.81,0.06,0.24,3.65
343,"Guitar Hero: World Tour","Wii",2008,"Misc","Activision",2.33,0.97,0,0.35,3.65
344,"Gran Turismo 6","PS3",2013,"Racing","Sony Computer Entertainment",0.71,1.8,0.4,0.74,3.64
345,"Jak and Daxter: The Precursor Legacy","PS2",2001,"Platform","Sony Computer Entertainment",2.08,1.09,0.15,0.33,3.64
346,"Pokemon Snap","N64",1999,"Simulation","Nintendo",2.23,0.68,0.66,0.06,3.63
347,"FIFA Soccer 10","PS3",2009,"Sports","Electronic Arts",0.6,2.46,0.05,0.52,3.63
348,"Pro Evolution Soccer 2008","PS2",2007,"Sports","Konami Digital Entertainment",0.05,0,0.64,2.93,3.63
349,"Call of Duty: Ghosts","PS4",2013,"Shooter","Activision",1.78,1.42,0.05,0.38,3.63
350,"Resident Evil 4","PS2",2005,"Action","Capcom",2.08,0.83,0.46,0.25,3.62
351,"Tom Clancy's The Division","PS4",2016,"Shooter","Ubisoft",1.28,1.61,0.15,0.57,3.61
352,"Star Wars: Battlefront","PS2",2004,"Shooter","LucasArts",1.93,1.22,0.03,0.44,3.61
353,"Doom II: Hell on Earth","PC",1994,"Shooter","Virgin Interactive",2.05,1.4,0,0.16,3.61
354,"The Simpsons: Road Rage","PS2",2001,"Racing","Electronic Arts",2.02,1.17,0,0.42,3.61
355,"Cooking Mama 2: Dinner With Friends","DS",2007,"Simulation","505 Games",1.61,1.5,0.1,0.39,3.61
356,"Luigi's Mansion","GC",2001,"Action","Nintendo",2.38,0.67,0.46,0.1,3.6
357,"Star Wars: Battlefront II","PS2",2005,"Shooter","LucasArts",2.18,1.02,0.03,0.37,3.59
358,"WWF SmackDown!","PS",2000,"Fighting","THQ",2.01,1.35,0.06,0.16,3.58
359,"Croc: Legend of the Gobbos","PS",1997,"Platform","Fox Interactive",1.57,1.79,0,0.2,3.56
360,"Grand Theft Auto: Liberty City Stories","PS2",2006,"Action","Take-Two Interactive",1.56,1.4,0.07,0.5,3.54
361,"The Getaway","PS2",2002,"Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54
362,"Tomb Raider III: Adventures of Lara Croft","PS",1997,"Action","Eidos Interactive",1.66,1.58,0.12,0.18,3.54
363,"James Bond 007: Agent Under Fire","PS2",2001,"Shooter","Electronic Arts",1.9,1.13,0.1,0.41,3.53
364,"LEGO Star Wars: The Video Game","PS2",2005,"Action","Eidos Interactive",1.98,1.14,0.01,0.41,3.53
365,"Battlefield 4","X360",2013,"Shooter","Electronic Arts",2.14,1.08,0.02,0.29,3.53
366,"FIFA Soccer 11","X360",2010,"Sports","Electronic Arts",0.71,2.4,0.02,0.4,3.53
367,"Rugrats in Paris: The Movie","PS",2000,"Action","THQ",1.96,1.33,0,0.23,3.52
368,"Spyro 2: Ripto's Rage!","PS",1999,"Platform","Sony Computer Entertainment",2.14,1.21,0.01,0.17,3.52
369,"Left 4 Dead","X360",2008,"Shooter","Electronic Arts",2.66,0.5,0.05,0.3,3.52
370,"Mario & Sonic at the Olympic Winter Games","DS",2009,"Sports","Sega",1.22,1.66,0.27,0.38,3.52
371,"Resident Evil 5","X360",2009,"Action","Capcom",2.11,0.94,0.12,0.34,3.51
372,"Donkey Kong Country 3: Dixie Kong's Double Trouble!","SNES",1996,"Platform","Nintendo",1.17,0.5,1.75,0.08,3.51
373,"Assassin's Creed: Brotherhood","X360",2010,"Action","Ubisoft",2.84,0.39,0.03,0.24,3.5
374,"Kung Fu","NES",1985,"Action","Nintendo",1.64,0.38,1.42,0.06,3.5
375,"Batman: Arkham Asylum","X360",2009,"Action","Eidos Interactive",2.2,0.97,0.02,0.31,3.5
376,"Clubhouse Games","DS",2006,"Misc","Nintendo",0.59,1.83,0.73,0.35,3.5
377,"Star Wars Battlefront (2015)","XOne",2015,"Shooter","Electronic Arts",1.94,1.22,0.02,0.31,3.49
378,"Battlefield: Bad Company 2","X360",2010,"Shooter","Electronic Arts",2.09,1.02,0.04,0.32,3.48
379,"Guitar Hero: On Tour","DS",2008,"Misc","Activision",2.11,1.01,0.01,0.35,3.48
380,"Assassin's Creed: Unity","XOne",2014,"Action","Ubisoft",2.26,0.89,0,0.3,3.46
381,"Far Cry 3","PS3",2012,"Shooter","Ubisoft",0.88,1.75,0.1,0.72,3.45
382,"Monster Hunter 4","3DS",2013,"Role-Playing","Capcom",0,0,3.44,0,3.44
383,"Borderlands","X360",2009,"Shooter","Take-Two Interactive",2.39,0.73,0.03,0.29,3.44
384,"Tekken 4","PS2",2002,"Fighting","Namco Bandai Games",1.55,1.27,0.33,0.29,3.44
385,"Battlefield 4","PS4",2013,"Shooter","Electronic Arts",1.34,1.54,0.17,0.38,3.43
386,"LittleBigPlanet 2","PS3",2011,"Platform","Sony Computer Entertainment",1.82,1.07,0.06,0.47,3.42
387,"Grand Theft Auto 2","PS",1998,"Action","Take-Two Interactive",1.13,2.07,0,0.22,3.42
388,"Final Fantasy III","SNES",1994,"Role-Playing","SquareSoft",0.86,0,2.55,0.02,3.42
389,"Spider-Man 2","PS2",2004,"Action","Activision",1.75,1.2,0.02,0.43,3.41
390,"F-1 Race","GB",1990,"Racing","Nintendo",1.73,0.69,0.59,0.4,3.41
391,"FIFA Soccer 2003","PS2",2002,"Sports","Electronic Arts",0.46,2.28,0.05,0.61,3.4
392,"Crash Bash","PS",2000,"Misc","Sony Computer Entertainment",1.56,1.47,0.19,0.17,3.39
393,"LEGO Batman: The Videogame","X360",2008,"Action","Warner Bros. Interactive Entertainment",2.03,1.03,0,0.32,3.38
394,"Metal Gear Solid V: The Phantom Pain","PS4",2015,"Action","Konami Digital Entertainment",1.08,1.35,0.48,0.47,3.38
395,"The Legend of Zelda: Spirit Tracks","DS",2009,"Action","Nintendo",1.43,0.94,0.74,0.27,3.38
396,"WWF War Zone","PS",1998,"Fighting","Acclaim Entertainment",2.47,0.76,0,0.13,3.36
397,"The Legend of Zelda: Majora's Mask","N64",2000,"Action","Nintendo",1.9,0.67,0.73,0.06,3.36
398,"Professor Layton and the Unwound Future","DS",2008,"Puzzle","Nintendo",0.65,1.61,0.82,0.28,3.36
399,"Rugrats: Search For Reptar","PS",1998,"Adventure","THQ",1.63,1.53,0,0.18,3.34
400,"Assassin's Creed IV: Black Flag","X360",2013,"Action","Ubisoft",1.9,1.14,0.01,0.29,3.34
401,"English Training: Have Fun Improving Your Skills!","DS",2006,"Misc","Nintendo",0,0.99,2.32,0.02,3.33
402,"James Bond 007: Nightfire","PS2",2002,"Shooter","Electronic Arts",1.45,1.29,0.12,0.46,3.33
403,"Ratchet & Clank","PS2",2002,"Platform","Sony Computer Entertainment",1.44,1.01,0.57,0.3,3.33
404,"Mario Party 9","Wii",2012,"Misc","Nintendo",1.15,1.17,0.76,0.24,3.32
405,"Star Wars Episode III: Revenge of the Sith","PS2",2005,"Action","LucasArts",1.47,1.39,0.03,0.43,3.32
406,"Max Payne","PS2",2001,"Shooter","Take-Two Interactive",1.99,1.05,0.05,0.22,3.31
407,"The Lord of the Rings: The Return of the King","PS2",2003,"Action","Electronic Arts",1.5,1.28,0.05,0.46,3.28
408,"Assassin's Creed Syndicate","PS4",2015,"Action","Ubisoft",0.8,1.92,0.06,0.5,3.28
409,"Destiny","XOne",2014,"Shooter","Activision",2.13,0.92,0,0.23,3.28
410,"True Crime: Streets of LA","PS2",2003,"Action","Activision",1.89,1.05,0.02,0.31,3.27
411,"Wii Music","Wii",2008,"Misc","Nintendo",1.36,1.13,0.46,0.32,3.27
412,"Gran Turismo (PSP)","PSP",2009,"Racing","Sony Computer Entertainment",0.5,1.59,0.31,0.87,3.27
413,"Monster Hunter X","3DS",2015,"Action","Capcom",0.25,0.19,2.78,0.04,3.26
414,"Tekken","PS",1995,"Fighting","Sony Computer Entertainment",0.95,1.3,0.77,0.22,3.24
415,"FIFA 16","XOne",2015,"Sports","Electronic Arts",0.88,2.11,0,0.23,3.23
416,"L.A. Noire","PS3",2011,"Adventure","Take-Two Interactive",1.27,1.33,0.12,0.51,3.23
417,"Madden NFL 16","PS4",2015,"Sports","Electronic Arts",2.33,0.3,0,0.59,3.22
418,"Yokai Watch 2 Ganso/Honke","3DS",2014,"Role-Playing","Nintendo",0.03,0,3.18,0,3.22
419,"007: Tomorrow Never Dies","PS",1999,"Shooter","Electronic Arts",1.72,1.33,0,0.16,3.21
420,"Baseball","NES",1983,"Sports","Nintendo",0.73,0.1,2.35,0.02,3.2
421,"Killer Instinct","SNES",1995,"Fighting","Nintendo",2.26,0.72,0.12,0.1,3.2
422,"WWF SmackDown! 2: Know Your Role","PS",2000,"Fighting","THQ",1.76,1.21,0.07,0.16,3.2
423,"Crisis Core: Final Fantasy VII","PSP",2007,"Role-Playing","Square Enix",1.35,0.6,0.8,0.44,3.19
424,"God of War: Chains of Olympus","PSP",2008,"Action","Sony Computer Entertainment",1.48,1.01,0.04,0.66,3.19
425,"Dragon Quest VI: Maboroshi no Daichi","SNES",1995,"Role-Playing","Enix Corporation",0,0,3.19,0,3.19
426,"Dance Central","X360",2010,"Misc","MTV Games",2.15,0.77,0.01,0.26,3.19
427,"Enter the Matrix","PS2",2003,"Action","Atari",1.78,1.12,0.09,0.19,3.18
428,"Super Mario Maker","WiiU",2015,"Platform","Nintendo",1.18,0.87,0.93,0.2,3.18
429,"Fallout: New Vegas","PS3",2010,"Role-Playing","Bethesda Softworks",1.52,1.08,0.1,0.47,3.17
430,"Rhythm Heaven","DS",2008,"Misc","Nintendo",0.58,0.51,1.93,0.14,3.17
431,"Ace Combat 04: Shattered Skies","PS2",2001,"Simulation","Sony Computer Entertainment Europe",2.06,0.56,0.38,0.17,3.17
432,"Club Penguin: Elite Penguin Force","DS",2008,"Adventure","Disney Interactive Studios",1.88,0.98,0,0.3,3.16
433,"Animal Crossing","GC",2001,"Simulation","Nintendo",1.92,0.16,0.99,0.09,3.15
434,"LEGO Batman: The Videogame","DS",2008,"Action","Warner Bros. Interactive Entertainment",1.79,1.06,0,0.29,3.15
435,"Sonic Rush","DS",2005,"Platform","Sega",1.22,1.57,0.06,0.29,3.15
436,"Resident Evil 6","PS3",2012,"Shooter","Capcom",0.88,0.97,0.88,0.42,3.15
437,"Halo: The Master Chief Collection","XOne",2014,"Shooter","Microsoft Game Studios",1.89,0.99,0.03,0.24,3.15
438,"FIFA Soccer 08","PS2",2007,"Sports","Electronic Arts",0.68,0,0,2.46,3.14
439,"Spider-Man","PS",2000,"Action","Activision",1.7,1.25,0.02,0.16,3.13
440,"Need for Speed III: Hot Pursuit","PS",1998,"Racing","Electronic Arts",2.14,0.86,0,0.13,3.12
441,"Star Wars Episode I Racer","N64",1999,"Racing","Nintendo",2.31,0.62,0.14,0.04,3.12
442,"Personal Trainer: Cooking","DS",2006,"Misc","Nintendo",0.91,1,1.03,0.17,3.12
443,"The Elder Scrolls IV: Oblivion","PS3",2007,"Role-Playing","Ubisoft",1.69,0.87,0.14,0.42,3.12
444,"Dragon Warrior IV","NES",1990,"Role-Playing","Enix Corporation",0.08,0,3.03,0.01,3.12
445,"Heavy Rain","PS3",2010,"Adventure","Sony Computer Entertainment",1.29,1.27,0.06,0.5,3.12
446,"Mass Effect 2","X360",2010,"Role-Playing","Electronic Arts",1.99,0.82,0.03,0.27,3.11
447,"FIFA 15","X360",2014,"Sports","Electronic Arts",0.78,2.02,0,0.3,3.11
448,"Dragon Ball Z: Budokai","PS2",2002,"Fighting","Atari",2.17,0.28,0.55,0.08,3.09
449,"Madden NFL 2002","PS2",2001,"Sports","Electronic Arts",2.5,0.16,0.01,0.42,3.08
450,"World Class Track Meet","NES",1986,"Sports","Namco Bandai Games",1.92,0.45,0.64,0.07,3.08
451,"Borderlands 2","X360",2012,"Shooter","Take-Two Interactive",1.89,0.91,0.04,0.24,3.07
452,"The Legend of Zelda: A Link Between Worlds","3DS",2013,"Action","Nintendo",1.4,0.99,0.46,0.22,3.07
453,"Donkey Kong","GB",1994,"Platform","Nintendo",1.57,0.62,0.55,0.34,3.07
454,"The Sims: Vacation","PC",2002,"Simulation","Electronic Arts",1.72,1.21,0,0.14,3.07
455,"Mass Effect 3","X360",2012,"Role-Playing","Electronic Arts",1.94,0.86,0.03,0.24,3.07
456,"Kung Fu Panda","X360",2008,"Action","Activision",1.91,0.84,0,0.29,3.05
457,"Far Cry 3","X360",2012,"Shooter","Ubisoft",1.38,1.35,0.02,0.28,3.04
458,"Epic Mickey","Wii",2010,"Platform","Disney Interactive Studios",2.06,0.64,0.12,0.22,3.04
459,"Saints Row 2","X360",2008,"Action","THQ",1.94,0.8,0.02,0.27,3.03
460,"Rayman","PS",1995,"Platform","Ubisoft",1.54,1.33,0,0.16,3.03
461,"Killzone 2","PS3",2009,"Shooter","Sony Computer Entertainment",1.4,1.07,0.08,0.47,3.02
462,"Tom Clancy's Splinter Cell","XB",2002,"Action","Ubisoft",1.85,1.04,0,0.13,3.02
463,"Mike Tyson's Punch-Out!!","NES",1987,"Fighting","Nintendo",2.03,0.47,0.45,0.07,3.02
464,"WWE SmackDown! Shut Your Mouth","PS2",2002,"Sports","THQ",1.45,1.13,0.07,0.38,3.02
465,"Gears of War: Ultimate Edition","XOne",2015,"Shooter","Microsoft Game Studios",2.38,0.32,0,0.31,3
466,"NBA 2K13","X360",2012,"Sports","Take-Two Interactive",2.6,0.21,0.01,0.19,3
467,"Dragon Ball Z: Budokai Tenkaichi 3","PS2",2007,"Fighting","Atari",1.15,0,0.76,1.09,3
468,"Middle-Earth: Shadow of Mordor","PS4",2014,"Action","Warner Bros. Interactive Entertainment",1.01,1.41,0.05,0.53,2.99
469,"Star Fox","SNES",1993,"Shooter","Nintendo",1.61,0.51,0.8,0.07,2.99
470,"The Sims: Livin Large","PC",2000,"Misc","Electronic Arts",1.67,1.18,0,0.13,2.99
471,"World Soccer Winning Eleven 6 International","PS2",2002,"Sports","Konami Digital Entertainment",0.12,1.26,1.16,0.45,2.99
472,"Devil May Cry","PS2",2001,"Action","Capcom",1.36,0.86,0.64,0.13,2.99
473,"Animal Crossing: Happy Home Designer","3DS",2015,"Simulation","Nintendo",0.47,1,1.39,0.12,2.98
474,"Battlefield: Bad Company 2","PS3",2010,"Shooter","Electronic Arts",1.33,1.12,0.08,0.45,2.97
475,"The Sims 4","PC",2014,"Simulation","Electronic Arts",0.96,1.72,0,0.29,2.97
476,"Star Wars: The Old Republic","PC",2011,"Role-Playing","Electronic Arts",1.58,1.01,0,0.38,2.97
477,"Sonic Heroes","PS2",2003,"Platform","Sega",1.04,1.37,0.06,0.49,2.96
478,"Kirby Super Star Ultra","DS",2008,"Platform","Nintendo",1.57,0.04,1.19,0.15,2.96
479,"Hitman 2: Silent Assassin","PS2",2002,"Action","Eidos Interactive",1.36,1.15,0.04,0.41,2.96
480,"Street Fighter IV","X360",2009,"Fighting","Capcom",1.82,0.71,0.15,0.26,2.95
481,"Wave Race 64","N64",1996,"Racing","Nintendo",1.98,0.58,0.34,0.04,2.94
482,"SOCOM II: U.S. Navy SEALs","PS2",2003,"Shooter","Sony Computer Entertainment",2.22,0.51,0.06,0.15,2.94
483,"WWE SmackDown! vs. RAW 2006","PS2",2005,"Fighting","THQ",1.45,1.11,0.04,0.33,2.94
484,"inFAMOUS","PS3",2009,"Action","Sony Computer Entertainment",1.76,0.69,0.12,0.37,2.94
485,"Pac-Man Collection","GBA",2001,"Puzzle","Atari",2.07,0.77,0.05,0.05,2.94
486,"Mass Effect","X360",2007,"Role-Playing","Microsoft Game Studios",1.83,0.8,0.03,0.27,2.93
487,"WarioWare: Smooth Moves","Wii",2006,"Puzzle","Nintendo",0.87,1.06,0.73,0.26,2.92
488,"Cooking Mama: Cook Off","Wii",2007,"Simulation","505 Games",1.43,1.13,0.05,0.3,2.91
489,"Super Mario World 2: Yoshi's Island","GBA",2002,"Platform","Nintendo",1.75,0.45,0.62,0.09,2.91
490,"FIFA 14","PS4",2013,"Sports","Electronic Arts",0.61,1.85,0.11,0.33,2.9
491,"Titanfall","XOne",2014,"Shooter","Electronic Arts",1.84,0.8,0.04,0.22,2.9
492,"Sonic Mega Collection Plus","PS2",2004,"Misc","Sega",1.54,1.14,0,0.22,2.9
493,"Sega Superstars Tennis","X360",2008,"Sports","Sega",1.75,0.86,0,0.28,2.9
494,"World Soccer Winning Eleven 7 International","PS2",2003,"Sports","Konami Digital Entertainment",0.08,1.24,1.13,0.45,2.9
495,"Need for Speed: Most Wanted","PS3",2012,"Racing","Electronic Arts",0.71,1.51,0.06,0.61,2.89
496,"Hot Shots Golf 3","PS2",2001,"Sports","Sony Computer Entertainment",0.99,0.32,1.38,0.2,2.89
